id,year,age,race,sex,educ,partyid,relactiv,abany,abdefect,abnomore,abhlth,abpoor,abrape,absingle
31949,1994,37,Black,Female,14,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
31950,1994,44,Black,Female,12,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
31951,1994,48,Black,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
31952,1994,49,Black,Female,9,Strong Republican,NA,0,1,0,1,0,1,0
31953,1994,51,Black,Female,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
31954,1994,57,Black,Female,16,Strong Democrat,NA,1,1,1,1,1,1,1
31955,1994,68,Black,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
31956,1994,29,White,Female,16,Not Str Democrat,NA,0,0,0,1,0,1,0
31957,1994,31,White,Female,13,Independent,NA,0,1,0,1,0,1,0
31958,1994,42,White,Female,9,Strong Democrat,NA,0,0,0,1,0,0,0
31959,1994,39,White,Male,14,Independent,NA,0,NA,NA,1,NA,1,NA
31960,1994,42,White,Female,11,Not Str Republican,NA,0,1,0,1,0,0,0
31961,1994,52,White,Female,12,Not Str Republican,NA,0,0,0,0,0,0,0
31962,1994,48,White,Female,14,Not Str Democrat,NA,0,1,0,1,0,1,0
31963,1994,74,White,Female,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
31964,1994,58,White,Female,8,Strong Democrat,NA,0,1,0,1,0,1,0
31965,1994,72,White,Female,9,Strong Democrat,NA,NA,1,NA,NA,NA,1,NA
31966,1994,43,White,Female,12,Not Str Republican,NA,0,1,0,1,0,1,0
31967,1994,18,White,Male,8,Independent,NA,NA,NA,NA,NA,NA,NA,NA
31968,1994,29,Black,Female,14,Not Str Republican,NA,0,1,0,0,0,0,0
31969,1994,60,White,Female,11,Not Str Republican,NA,0,1,0,1,0,0,0
31970,1994,74,White,Female,12,Not Str Republican,NA,0,1,0,1,1,1,1
31971,1994,58,Black,Male,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
31972,1994,62,Black,Male,12,Strong Democrat,NA,0,1,0,1,0,1,0
31973,1994,63,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0
31974,1994,28,White,Female,13,Not Str Republican,NA,0,1,0,1,0,1,1
31975,1994,74,White,Female,4,Strong Democrat,NA,1,1,1,1,1,1,1
31976,1994,29,White,Male,16,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
31977,1994,71,White,Female,12,"Ind,Near Rep",NA,1,1,1,1,1,1,1
31978,1994,72,White,Female,10,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
31979,1994,35,White,Female,13,Independent,NA,0,0,0,1,0,1,0
31980,1994,18,White,Male,11,Not Str Republican,NA,1,1,0,1,1,1,0
31981,1994,24,White,Female,9,Strong Republican,NA,0,1,0,1,0,1,0
31982,1994,39,White,Female,13,Not Str Democrat,NA,1,1,1,1,1,1,1
31983,1994,46,Black,Female,13,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
31984,1994,29,White,Female,14,Not Str Democrat,NA,0,1,1,1,1,1,0
31985,1994,66,White,Male,12,Not Str Republican,NA,0,1,1,1,0,1,1
31986,1994,76,White,Female,5,Strong Democrat,NA,0,1,0,1,0,1,1
31987,1994,50,White,Female,14,Not Str Democrat,NA,0,0,0,0,0,0,0
31988,1994,23,White,Male,14,Not Str Republican,NA,0,0,0,0,0,0,0
31989,1994,78,White,Female,6,Independent,NA,0,1,0,1,0,0,0
31990,1994,44,White,Female,12,Independent,NA,0,1,0,1,0,1,0
31991,1994,64,White,Female,13,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
31992,1994,67,White,Male,14,"Ind,Near Rep",NA,1,1,1,1,1,1,1
31993,1994,59,White,Female,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
31994,1994,84,White,Female,12,Independent,NA,0,0,0,0,0,0,0
31995,1994,44,White,Male,15,Not Str Democrat,NA,0,1,0,1,0,1,0
31996,1994,34,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0
31997,1994,56,Black,Male,13,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
31998,1994,33,White,Female,13,Independent,NA,NA,NA,NA,NA,NA,NA,NA
31999,1994,27,White,Female,17,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32000,1994,45,White,Female,9,Strong Republican,NA,0,0,0,1,0,1,0
32001,1994,57,White,Male,6,Not Str Republican,NA,1,1,NA,1,NA,1,1
32002,1994,20,White,Male,9,Not Str Republican,NA,0,0,0,1,0,1,0
32003,1994,79,White,Male,3,Strong Republican,NA,1,1,1,1,1,1,1
32004,1994,38,White,Male,11,Strong Republican,NA,0,1,0,1,0,1,0
32005,1994,77,White,Male,2,Strong Republican,NA,0,NA,0,1,0,NA,0
32006,1994,28,White,Male,14,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
32007,1994,57,White,Male,9,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32008,1994,74,White,Female,18,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32009,1994,74,White,Male,4,Not Str Republican,NA,1,1,1,1,1,1,1
32010,1994,59,White,Male,9,Strong Republican,NA,1,1,1,1,1,1,1
32011,1994,30,White,Female,13,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32012,1994,57,White,Male,12,Strong Republican,NA,1,1,NA,1,NA,1,1
32013,1994,48,White,Female,14,Not Str Republican,NA,1,1,1,1,1,1,1
32014,1994,41,White,Male,12,Not Str Democrat,NA,1,1,1,1,1,1,1
32015,1994,26,White,Female,11,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32016,1994,84,White,Female,8,Strong Democrat,NA,0,NA,0,1,0,0,0
32017,1994,42,Black,Male,13,Independent,NA,NA,1,0,1,0,1,0
32018,1994,36,White,Female,13,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32019,1994,86,White,Female,5,Strong Democrat,NA,0,NA,0,NA,NA,0,0
32020,1994,71,White,Female,13,Strong Democrat,NA,0,1,0,1,0,0,0
32021,1994,50,White,Male,7,Not Str Republican,NA,0,NA,0,NA,0,0,0
32022,1994,58,White,Male,3,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32023,1994,41,White,Female,13,Not Str Republican,NA,0,0,0,0,0,0,0
32024,1994,35,Black,Female,10,NA,NA,0,1,0,1,0,1,0
32025,1994,18,Black,Female,11,Independent,NA,0,1,0,1,0,1,0
32026,1994,27,Black,Female,10,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32027,1994,63,White,Female,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32028,1994,59,White,Female,15,Independent,NA,0,0,0,1,0,0,0
32029,1994,56,White,Male,16,"Ind,Near Rep",NA,0,0,0,0,0,0,0
32030,1994,46,White,Male,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1
32031,1994,42,White,Male,19,Strong Republican,NA,0,0,0,1,0,0,0
32032,1994,38,White,Female,16,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32033,1994,43,White,Male,16,Independent,NA,NA,0,0,0,0,1,NA
32034,1994,71,White,Female,17,Independent,NA,0,1,0,1,0,1,0
32035,1994,27,White,Male,16,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32036,1994,50,White,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32037,1994,63,White,Male,8,Not Str Democrat,NA,0,1,0,1,1,1,0
32038,1994,31,White,Female,13,"Ind,Near Dem",NA,1,1,0,1,0,1,0
32039,1994,36,White,Male,12,Not Str Republican,NA,0,0,0,0,0,0,0
32040,1994,35,White,Male,9,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32041,1994,69,White,Female,10,Strong Democrat,NA,0,0,0,1,0,0,0
32042,1994,76,White,Female,11,Strong Republican,NA,0,1,0,1,1,1,NA
32043,1994,50,White,Male,13,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32044,1994,69,White,Male,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32045,1994,63,Black,Female,7,Not Str Democrat,NA,0,1,0,1,0,1,0
32046,1994,64,Black,Female,4,NA,NA,0,0,0,0,0,0,0
32047,1994,38,Black,Female,10,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32048,1994,60,Black,Female,11,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32049,1994,28,Black,Male,13,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
32050,1994,50,Black,Male,14,Strong Democrat,NA,0,0,0,1,0,0,1
32051,1994,23,Black,Female,10,Independent,NA,0,0,0,1,0,0,0
32052,1994,71,White,Female,8,Strong Democrat,NA,0,1,0,1,0,1,0
32053,1994,42,White,Male,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32054,1994,79,Black,Female,5,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32055,1994,35,White,Female,13,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
32056,1994,51,White,Female,16,"Ind,Near Rep",NA,0,0,0,1,0,1,0
32057,1994,31,White,Female,13,"Ind,Near Rep",NA,1,1,1,1,1,1,1
32058,1994,45,White,Male,12,Strong Republican,NA,0,1,0,1,0,1,0
32059,1994,70,White,Female,13,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32060,1994,55,White,Male,20,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
32061,1994,64,White,Female,17,Not Str Republican,NA,1,1,1,1,1,1,1
32062,1994,53,White,Male,14,Strong Republican,NA,0,1,0,1,0,1,0
32063,1994,79,White,Male,11,Strong Republican,NA,0,0,0,1,0,1,0
32064,1994,33,White,Female,13,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32065,1994,37,White,Female,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32066,1994,48,White,Male,8,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32067,1994,31,White,Female,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1
32068,1994,65,White,Female,12,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32069,1994,84,White,Female,11,Not Str Republican,NA,0,1,0,1,1,1,0
32070,1994,31,White,Male,18,Strong Republican,NA,0,0,0,0,0,0,0
32071,1994,34,White,Male,12,Not Str Republican,NA,1,1,1,1,1,1,1
32072,1994,54,White,Male,12,Strong Democrat,NA,1,1,1,1,1,1,1
32073,1994,67,White,Male,8,Independent,NA,0,1,0,1,0,1,NA
32074,1994,32,White,Female,12,Not Str Republican,NA,1,1,1,1,1,1,1
32075,1994,81,White,Female,3,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32076,1994,42,White,Male,9,Independent,NA,0,0,0,0,0,0,0
32077,1994,49,White,Female,14,Strong Republican,NA,0,0,0,0,0,1,0
32078,1994,69,White,Male,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32079,1994,37,White,Female,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32080,1994,47,White,Female,16,Not Str Democrat,NA,1,1,1,1,1,1,1
32081,1994,39,Black,Female,12,Strong Democrat,NA,0,0,1,1,1,1,0
32082,1994,28,White,Male,15,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32083,1994,56,Black,Male,13,Not Str Democrat,NA,NA,NA,0,NA,0,1,0
32084,1994,NA,White,Male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32085,1994,31,Other,Male,10,Independent,NA,0,0,0,1,1,1,1
32086,1994,28,Black,Female,12,"Ind,Near Dem",NA,0,0,0,1,0,1,0
32087,1994,26,White,Female,13,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
32088,1994,38,Black,Male,14,Not Str Democrat,NA,0,NA,0,1,0,1,0
32089,1994,77,White,Male,11,Strong Democrat,NA,1,1,1,1,1,1,1
32090,1994,76,White,Female,11,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32091,1994,43,Black,Male,12,Strong Democrat,NA,1,1,0,1,0,0,0
32092,1994,44,Black,Male,11,Not Str Democrat,NA,0,0,0,1,0,1,0
32093,1994,29,White,Male,12,Not Str Republican,NA,0,1,0,1,0,1,0
32094,1994,30,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0
32095,1994,36,White,Female,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
32096,1994,73,White,Female,11,Not Str Democrat,NA,1,1,NA,1,1,1,NA
32097,1994,47,White,Female,12,Strong Republican,NA,1,1,1,1,1,1,1
32098,1994,50,White,Female,13,Not Str Republican,NA,0,0,0,0,0,0,0
32099,1994,31,Black,Male,14,Strong Democrat,NA,0,1,0,0,0,1,0
32100,1994,48,Black,Female,11,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32101,1994,31,Black,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32102,1994,32,Black,Male,11,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
32103,1994,57,White,Female,12,Not Str Democrat,NA,NA,1,NA,1,NA,1,NA
32104,1994,44,Black,Female,11,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32105,1994,73,White,Female,11,Not Str Democrat,NA,0,NA,0,1,0,1,0
32106,1994,41,White,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32107,1994,40,Black,Female,14,Not Str Democrat,NA,1,1,1,1,1,1,1
32108,1994,43,White,Female,11,Not Str Democrat,NA,0,1,1,1,1,1,0
32109,1994,46,White,Male,14,Strong Republican,NA,0,NA,0,1,0,NA,0
32110,1994,47,White,Female,12,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
32111,1994,42,White,Male,9,Not Str Republican,NA,0,1,0,1,0,1,0
32112,1994,69,White,Female,11,Not Str Republican,NA,0,0,0,0,0,1,0
32113,1994,75,White,Male,6,Strong Democrat,NA,0,1,0,1,NA,1,0
32114,1994,54,White,Female,16,"Ind,Near Rep",NA,NA,1,1,1,1,1,1
32115,1994,67,White,Female,10,Independent,NA,0,0,0,0,0,0,0
32116,1994,49,White,Male,12,Strong Democrat,NA,1,1,1,1,1,1,1
32117,1994,30,White,Male,11,Not Str Democrat,NA,0,1,0,1,0,1,0
32118,1994,48,White,Female,13,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
32119,1994,71,White,Female,13,Strong Republican,NA,0,0,0,0,0,0,0
32120,1994,72,White,Female,6,Strong Democrat,NA,0,1,0,1,0,NA,0
32121,1994,29,White,Female,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32122,1994,42,White,Female,12,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
32123,1994,84,White,Male,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
32124,1994,54,White,Female,12,"Ind,Near Dem",NA,1,1,1,1,1,1,1
32125,1994,69,White,Male,9,Strong Democrat,NA,1,1,1,1,1,1,1
32126,1994,19,White,Male,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32127,1994,25,White,Male,12,Not Str Democrat,NA,0,1,0,1,0,1,0
32128,1994,76,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0
32129,1994,68,White,Female,16,"Ind,Near Rep",NA,1,1,1,1,1,1,1
32130,1994,61,White,Male,9,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32131,1994,26,White,Female,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32132,1994,63,White,Male,12,Independent,NA,1,1,1,1,1,1,1
32133,1994,38,White,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32134,1994,80,White,Female,11,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
32135,1994,39,White,Female,11,"Ind,Near Dem",NA,1,1,1,1,1,1,1
32136,1994,64,White,Male,9,Strong Democrat,NA,1,1,1,1,1,1,1
32137,1994,21,White,Male,13,Independent,NA,1,1,1,1,1,1,1
32138,1994,61,White,Female,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0
32139,1994,36,White,Female,12,Not Str Republican,NA,0,0,0,0,0,0,0
32140,1994,57,White,Female,13,Strong Republican,NA,0,1,0,1,0,1,0
32141,1994,51,White,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32142,1994,46,White,Female,12,Not Str Democrat,NA,1,1,1,1,1,1,1
32143,1994,54,White,Female,7,Not Str Democrat,NA,1,1,0,1,1,1,1
32144,1994,80,White,Male,10,Not Str Republican,NA,0,1,0,1,1,1,1
32145,1994,28,White,Male,16,Not Str Republican,NA,0,0,0,1,0,1,0
32146,1994,89,White,Male,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32147,1994,79,White,Female,8,Not Str Republican,NA,0,NA,0,1,0,1,0
32148,1994,79,White,Female,11,Not Str Republican,NA,1,1,1,1,1,1,1
32149,1994,65,White,Female,7,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32150,1994,76,White,Female,12,Independent,NA,NA,NA,NA,NA,NA,1,NA
32151,1994,84,White,Female,8,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32152,1994,60,White,Female,14,Strong Republican,NA,1,1,1,1,1,1,1
32153,1994,49,White,Female,12,Not Str Democrat,NA,0,1,0,1,0,1,0
32154,1994,71,White,Female,8,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32155,1994,56,White,Male,8,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32156,1994,21,White,Female,11,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32157,1994,34,White,Female,12,Independent,NA,0,1,0,1,0,1,0
32158,1994,28,White,Female,10,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32159,1994,75,White,Male,8,Not Str Democrat,NA,0,1,0,1,0,1,0
32160,1994,88,White,Female,7,Strong Democrat,NA,0,0,0,0,0,NA,0
32161,1994,89,White,Female,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
32162,1994,30,White,Female,12,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32163,1994,41,White,Male,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32164,1994,28,White,Female,12,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32165,1994,70,White,Male,12,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32166,1994,35,White,Female,10,"Ind,Near Dem",NA,0,1,0,0,0,0,0
32167,1994,31,White,Male,12,"Ind,Near Rep",NA,1,1,1,1,1,1,1
32168,1994,36,White,Female,12,Strong Democrat,NA,1,1,1,1,1,1,1
32169,1994,42,White,Female,12,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32170,1994,19,White,Female,11,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32171,1994,44,White,Male,16,Other Party,NA,1,1,1,1,1,1,1
32172,1994,41,White,Male,17,"Ind,Near Dem",NA,1,1,1,1,1,1,1
32173,1994,73,White,Female,11,Strong Republican,NA,0,1,0,1,0,1,1
32174,1994,56,Other,Male,9,Strong Democrat,NA,0,1,0,1,0,1,1
32175,1994,53,Black,Female,8,Strong Democrat,NA,1,1,1,1,1,1,1
32176,1994,29,White,Male,14,Not Str Republican,NA,0,0,0,1,0,1,0
32177,1994,85,White,Female,13,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
32178,1994,24,White,Male,16,Not Str Democrat,NA,0,1,0,1,0,1,0
32179,1994,35,White,Female,16,Not Str Republican,NA,1,1,1,1,1,1,1
32180,1994,80,White,Male,9,Strong Democrat,NA,0,0,0,1,0,1,0
32181,1994,66,White,Female,10,"Ind,Near Dem",NA,1,1,1,1,1,1,1
32182,1994,54,White,Male,11,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
32183,1994,30,White,Female,14,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32184,1994,26,White,Male,15,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32185,1994,25,White,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32186,1994,52,Black,Male,12,Not Str Democrat,NA,1,1,1,1,1,1,0
32187,1994,49,White,Female,11,"Ind,Near Rep",NA,0,0,0,0,0,0,0
32188,1994,47,White,Male,12,Strong Democrat,NA,0,1,0,1,0,1,0
32189,1994,39,White,Male,13,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32190,1994,49,White,Male,16,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32191,1994,30,White,Male,12,Strong Democrat,NA,NA,1,0,1,1,1,0
32192,1994,43,White,Female,18,Independent,NA,1,1,1,1,1,1,1
32193,1994,20,White,Male,12,Not Str Republican,NA,1,1,1,1,1,1,1
32194,1994,51,White,Male,17,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
32195,1994,23,White,Female,16,Strong Republican,NA,0,1,0,1,0,1,0
32196,1994,25,White,Female,17,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
32197,1994,27,Black,Male,12,Not Str Democrat,NA,0,1,0,1,0,1,0
32198,1994,32,White,Female,12,Independent,NA,NA,1,0,1,0,1,0
32199,1994,29,White,Female,11,"Ind,Near Rep",NA,0,1,NA,1,1,1,0
32200,1994,48,White,Female,14,Strong Democrat,NA,0,0,0,0,0,0,0
32201,1994,62,White,Male,11,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32202,1994,57,White,Male,12,"Ind,Near Dem",NA,0,1,0,1,0,1,0
32203,1994,80,White,Male,16,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32204,1994,27,Black,Female,13,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32205,1994,32,White,Female,11,Independent,NA,0,1,0,1,0,1,0
32206,1994,60,White,Female,9,Not Str Democrat,NA,0,1,1,1,NA,1,NA
32207,1994,50,White,Female,16,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
32208,1994,62,White,Male,3,Not Str Democrat,NA,1,1,1,1,1,1,1
32209,1994,33,Other,Male,NA,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32210,1994,67,White,Female,5,Strong Democrat,NA,0,0,0,0,0,0,0
32211,1994,77,White,Male,8,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32212,1994,45,White,Female,9,Independent,NA,0,1,0,1,0,NA,0
32213,1994,40,White,Female,3,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32214,1994,80,White,Female,8,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32215,1994,32,White,Female,12,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32216,1994,79,White,Male,11,"Ind,Near Rep",NA,0,1,NA,1,0,1,0
32217,1994,21,White,Female,12,Strong Republican,NA,0,0,0,1,0,1,0
32218,1994,51,Black,Female,11,Strong Democrat,NA,0,1,0,1,1,1,1
32219,1994,41,Black,Female,12,Not Str Republican,NA,1,1,1,1,1,1,1
32220,1994,32,Black,Female,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
32221,1994,73,White,Female,14,"Ind,Near Rep",NA,0,1,0,1,1,1,0
32222,1994,74,White,Female,9,Strong Republican,NA,0,NA,0,1,0,NA,0
32223,1994,30,White,Female,12,Not Str Republican,NA,1,1,1,1,1,1,1
32224,1994,63,White,Female,15,"Ind,Near Rep",NA,1,1,1,1,1,1,1
32225,1994,29,White,Female,12,"Ind,Near Rep",NA,1,1,1,1,1,1,1
32226,1994,26,White,Female,17,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32227,1994,39,White,Male,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32228,1994,38,White,Male,12,Strong Republican,NA,1,1,1,1,1,1,1
32229,1994,75,Black,Female,14,Strong Democrat,NA,1,1,1,1,0,1,1
32230,1994,65,White,Male,15,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
32231,1994,68,White,Female,16,Not Str Republican,NA,0,0,0,NA,0,NA,0
32232,1994,60,White,Female,12,"Ind,Near Rep",NA,NA,NA,NA,NA,NA,NA,NA
32233,1994,41,White,Female,14,Independent,NA,0,1,0,1,0,1,0
32234,1994,47,White,Female,12,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32235,1994,31,White,Female,20,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32236,1994,32,White,Male,12,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32237,1994,58,Black,Female,14,Strong Democrat,NA,0,0,0,0,0,0,0
32238,1994,24,White,Male,14,Not Str Republican,NA,1,1,1,1,1,1,1
32239,1994,71,Black,Female,5,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32240,1994,49,Black,Female,13,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32241,1994,78,Black,Female,4,Strong Democrat,NA,0,0,0,1,0,0,0
32242,1994,46,Black,Male,12,Strong Democrat,NA,0,1,0,1,0,0,0
32243,1994,56,Black,Female,7,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32244,1994,82,Black,Male,6,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32245,1994,64,White,Female,12,Strong Republican,NA,0,0,0,0,0,0,0
32246,1994,31,White,Male,12,Strong Republican,NA,1,1,0,1,1,1,1
32247,1994,24,White,Female,10,Independent,NA,1,1,1,1,1,1,1
32248,1994,52,Black,Female,12,Strong Democrat,NA,0,0,0,1,0,0,0
32249,1994,36,White,Female,18,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32250,1994,39,White,Female,11,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32251,1994,76,White,Male,9,Strong Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32252,1994,19,Other,Female,11,Not Str Democrat,NA,0,1,0,1,0,1,0
32253,1994,40,White,Female,20,Strong Republican,NA,0,1,0,1,0,1,0
32254,1994,42,White,Female,16,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32255,1994,30,Other,Female,14,"Ind,Near Rep",NA,0,1,0,1,0,1,0
32256,1994,29,Other,Female,15,Not Str Democrat,NA,0,1,1,1,1,1,0
32257,1994,41,White,Female,16,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
32258,1994,52,White,Male,20,Strong Republican,NA,0,0,0,0,0,1,0
32259,1994,25,White,Female,12,Independent,NA,1,1,1,1,1,1,1
32260,1994,51,Other,Female,15,Not Str Democrat,NA,0,1,1,1,1,1,1
32261,1994,38,White,Female,15,Independent,NA,0,1,0,1,0,0,0
32262,1994,47,White,Female,14,Not Str Democrat,NA,1,1,1,1,1,1,1
32263,1994,42,White,Male,11,"Ind,Near Dem",NA,NA,NA,NA,NA,NA,NA,NA
32264,1994,42,White,Male,15,Not Str Democrat,NA,1,1,1,1,1,1,1
32265,1994,65,White,Female,12,Strong Republican,NA,NA,NA,NA,NA,NA,NA,NA
32266,1994,52,White,Female,14,Strong Republican,NA,0,0,0,NA,0,0,0
32267,1994,49,White,Male,19,Not Str Republican,NA,0,0,0,NA,0,0,0
32268,1994,42,White,Female,13,Strong Republican,NA,1,1,1,1,1,1,1
32269,1994,31,White,Male,12,Not Str Democrat,NA,1,1,1,1,1,1,1
32270,1994,21,White,Male,14,Independent,NA,NA,NA,NA,NA,NA,NA,NA
32271,1994,77,White,Female,12,Not Str Democrat,NA,NA,NA,NA,NA,NA,NA,NA
32272,1994,22,White,Male,12,Not Str Republican,NA,1,1,1,1,1,1,1
32273,1994,27,White,Male,12,Not Str Republican,NA,1,1,1,1,1,1,1
32274,1994,50,White,Female,14,Not Str Republican,NA,NA,NA,NA,NA,NA,NA,NA
32275,1994,33,White,Female,12,Independent,NA,0,1,0,0,0,1,0
